央视频道,#genre#
CCTV1综合,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV2财经,http://pull-hs-f5.flive.douyincdn.com/media/stream-119931326014423724/index.m3u8?expire=1788829870&sign=c03a4c49199b80e56fcb866fd6f626cf&volcSecret=c03a4c49199b80e56fcb866fd6f626cf&volcTime=1788829870&exp_hrchy=w1&arch_hrchy=w1&major_anchor_level=common&t_id=037-2026090109110991635458530825F85EA7-KJjbuM
CCTV4中文国际,http://txycdn.video.qq.com/1755787503.m3u8?time=1788531190&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIIORY6hXHuxBjc18URzrhnboITrSBECdf7Sj35k99Nd-EA3r8D9ufzVUygFLJyJMC6gBcPwnAeBTCq1Ck5krLBtJdix3UdmPZ_JohKgUgv1SqPl3f8KNhNbtKmJSiwWAw_SPwhUVIaPBz0XIHUOoIPdpnVvd2qj4E9w0FfQxCYePsTazkv_AC89MddpIBl9U0mCR8LvYrHJlGYBgHxw3WAGsLHSo-ApU83euyRRq070R65chCpbaNlQvHKkkP3VRp2APLGWfCpIS-Z9l_FsicFRJgMCxhWSBssgzrVxThH4XdFREpF1HUblIxOs4RLScf_gfU4CZTWlTia7rsOsJICzUI19UQha-XdFEny__grRpc3wv4jbkNfG0DlEXjcyoH2K-LTRewDt0CP0h_8N63SDzS9CHinUqfZ3dqku-KsSmEeMJEKCQdtaCAztAP3d85ZqVZNZIvybMQQ4-ZSpkVXA8NRAkhkNOq1rx0UJqGgeg6SLeCyIjPaNjM2j9JC7mA9boGS5YqJgeYld1ZFiF-8BQR7Jq5ZgFfDujLa2_Ysu76_rt&drmtype=0
CCTV5体育,http://txycdn.video.qq.com/1369718503.m3u8?time=1788531179&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIGS2-4vBYDsK8AqFj45u7kuLMnnb9NnV6pcyJzIG-SHtEGwmrc3fb9N1SveBCV1WkGcBcO2kYC_GrcQWbdTdnSMBHd8VXLG4RJu5qS4pLCWGfJ5D5Fc-ZaKUr0HT9Jb38W0tFhmA2PX2q20SEaIgZD-LVj85R0l1FjVyCV-yaK57jmma1OHhK5b59s9LVaCX3qpBuHJcJ3_uXEk9ZdLAcFbdvPilVbzE1HVSxlds0OsPCDkNlGBnu25oTtls_PNOdkQTtg7JGdd9KPrEWklhjtHMY0a_LoyfGfmeqa56dVXLTEsZZCC1fIqex2qUA8OEFu8sEm4Re5PQSzKAEhCvAyz9YHJtYmVxtqifZyg20FMXKRbzfTbreBMuHBsXKKgf9GqcDq0Nb-GkMnlauIVRELxKmPb7E4yWSY_NnIYKcbQh8EkdCDew2a2JAqRCkMbRZEZCZfrRv5IrUZvJK_wFzI4uW0ibHKfYyZwfqom6rzs2KfnOv-DNUW5K0pMqXak7NVdUvXm3BDY1xXCF_8SeKIgdz9zu9nBpdUMKMj01NW-A3gWm&drmtype=0
CCTV7国防军事,http://txycdn.video.qq.com/1370436303.m3u8?time=1788531159&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIDC2nfxv5EuqLcBv4y2oM-dSNYbvBsXX1YbDitgt2I7CEBMwI7JBLNuxD4KeYAzr4zMBcMIfmFGnoAJZKRnZwIGIkyHH7US3dg9kBGfT_9hD-UIRydmTnBkXT0UnshGM_A1ocDmX5_oMcpnXl6gDfV3oE9PKqvBboj6x4Ij0_hPb4YICTN88Y6tTz1U2iHqFmm1fLPtBnHjlHSC6KROif8GTpOeOfOMXIT8tyRN0-pKdKGuqd6UfKsTa3pEGxWtuFNZ3uQvGQAc1u1zfZurubshIIm7DnIrhw8KeW5NQ_9qyb6aEczC9fIHu9wvRz0XKVUtHo0R1xXbrrwdeGofW5BPd7TXe-k9ykJ5nOZ45TmveotZV8CycrVdJmb3bvoRR9B7bv4D7dKNYX26P37wzLwvpIBYDIpyZK18rAlsqqUnhZfgvKRTPPyYE4fbg_V_c24ukXMqjw1ASW2CTdTPH30xKXm3ny9xQCxxtLZqBXXze3VTvk4hkY-biBTIKSTE06kCDYyN1rxRKCzZSqQszf0oh5zjJ2zYt9Q-9sbJNDh5KjFky&drmtype=0
CCTV8电视剧,http://txycdn.video.qq.com/1370436703.m3u8?time=1788531148&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgILN8pWCtGbYPcj9pUz_RLkr7sdMomKIgyspC28xtqSamECh1Yvo0WUT8M3xdttCC8iIBcAo3VkD0Bu791_uUIPgzCyHIouF8oyuucOODQekY3szOcJQuoxV9GBblaTL71q2u4B6o1BT7hM3EDwMdiADQbHi5kpysOnQJbTLY4tpaF_tcW6wwDCtQ4cBtz2AC2J9xUtdgH5v-Riuz_JwzJBsEzhSPKyiZNfp9yJ8F4DOOc8-EPrIdMv9IbPg6nkJBphAu4PcAOZUyzhRDya2EXxP-QYNJk0xQSGE68K2QdowvtUOjnIU-3RZPDNhDgJNkEeN_1bY02Yt7vZhydflQjPsEUgu3GbbLWq_dSjePAH5PuQQ2lpLL05-_koloAXO52aagQ5OPUK0HdCcXA8St_-YRm6x_Z5JgTOhR4okAo0PsPYeQ6bWyql1kAZ1G4vzwTxB4wwRnOhqHCXACThjEsERYgrg_jAdWpbruYlDtCegeXhsRdvICeBGF0jQiwD1DVJkBsOEVKPuwnly-bEvMlaaB1jc6mgYhhovDwm12Wl4I918i&drmtype=0
CCTV9纪录,http://play.kankanlive.com/live/1698423397390920.m3u8
CCTV11戏曲,http://txycdn.video.qq.com/1370781503.m3u8?time=1788531117&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIN6-LTezr_IiGaMmaEd6aFXj6XmXOsDaFyXTXoKdHGqQEH5pVqf3IufLX0jyf1ckk4IBcI-Dsjedf7bIFnmaZIybObcmmluBb-keYoWTM9Uhr--P3grZneyuSkYx7_5iw7CRx9FQlZPgGiTrw43X1HkLi-BvT50vhiCkdFmyKa6gmbEAX_tZhuH1FFVIOLEBzO7QhWWfYut4W09Ei5OLpKChUlCVLHRcGIKBHEaaeOugykTeX5iXpwSTxBDaQDHijlwxugY3C514w8aJOHuX1kvOe6QbkmW0sFL0Gt7E1UXTh8efI5i0hmb_jtP9hFKj-RyEU_iaxNv8wZe95g2Wwae7W32DEHfDODQGU3fTQODslusAULI0xO1PI7KEhDYx9tibFRdwh8XAT3NxGjgpzddzCeqqVEfsntJNaXYTeqzrttiPJ3EISTvnO3gMdsV1qam3QV21IqWgk8Xcgybkpkuxts1ilgqb3_NBbFvllRaOLwhiuJVDd7u4MBXGYbFj2jcTUdOjlqme81EUWNNxi0Ek2hScIffIhr2BUHaHGzhAuZXe&drmtype=0
CCTV13新闻,http://txycdn3.video.qq.com/1369932002.m3u8?time=1788505534&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIGsQPRndSCDEHZOzkhrYTGNx_DSLsOzOu0ESZH_SnGDbEDPuAkvtl97LJQTBfUCDQGwBcP-bkRNbJ8p72e8b80hkOGYW_yteIs-8BwIaNLIeKQGVQzVD6r_W6B3C7P4xmm1lx7xckHnMnoMINwwe4HAe1aahhVWqCTBV7nUlOsNrSZ-HfYCYWNvpzBrFH-1tgwixi-uiJLjIMQ8aFPoG0aZkbNQ3wpRE7HrzrN1lYehyuVLzYL4BNvNUDRoOZaZBmkPYHNhzwfkPOArvgx3ZfWqx131Xc1TmtrXUrfSgag4Dgu3z84rpEuaAVmfUtRk7fsqIhai5vf2jRh7YnK_59B6yurSv05opgGAF78gMnoFR4M79GIkCxwfUUV518Ph4kUHZMTGtX-VpptrVVJrb7kEd4RGzrp2jlzP0Ri3VtRLcQ_LCyK6o_YTZpbZRO5E1p9_LC9WX3-56VeIlnMWS1jsmFSexIBjARIMKqyOJR0uhjceeNVCypr1zsSLAxArLP1TiqIw1POUvgnryH4gv9pXmuxS2WPnS91h2Ez8p0o0-a5-X&drmtype=0
CCTV14少儿,http://txycdn.video.qq.com/1755770103.m3u8?time=1788531086&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgICaelUYGmCbABUFOGzWdqFG5Tzp_wWhHMUEmF3t3tHGuECJgeDG3m0wa5KG3iOZ8-DABcO5CeQmngtmlnFQEhuzOFlEVu1Mr0rSvdDeQLP7s21wIfkJGZa5YjaR0T4B9AuhxtGtWn0IVl-imL_wEOh3F7BJ-zuNZymI-m-e61KspapaiG8oKL9cfCAB5MQo_ii6V5hs_VM_Cs60K7aipT_4ss-8Qot9RdYHbb-n3f_M_iRvIDs_PGZP0m0Q0_3GBC21obS3KfdnWnrtytZn_C3IAjR0Q_D_znG-BbiFZKU4LCAtoyOZvcYwmazzUT947fg3q0wxijfvmPZGTDhhTw4VWdL9RkP0WguV3BV8LTjB4FQB0d1gahnpcR5hyg6pU2rKpdnnD5yPRlDc7YueqPj27XDcgd7DyXpvXe4vsCbPl-_oNc8vOJjzd6yRq3C-y_JrgMYXs5rCLAlCIkaCGgKas7zlH0JNrBe8u_eidJtdlBZwisbfV-uRlgHZZzUB4qn8YRrFG28ExxLRTnbye8TadCuJdRgU2ZSEOVGdEc5kvacDq&drmtype=0
